poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence,synonyms,hitl_split_flag,hitl_members
ARDS_POI:02950,,Improved ards outcomes,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved ards outcomes,improved-ards-outcomes,,,,,
ARDS_POI:02951,,Improved breathing pattern synchrony,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved breathing pattern synchrony,improved-breathing-pattern-synchrony,,,,,
ARDS_POI:02952,,Improved interobserver agreement,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved interobserver agreement,improved-interobserver-agreement,,,,,
ARDS_POI:02953,,Improved lung mechanics peep,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved lung mechanics peep,improved-lung-mechanics-peep,,,,,
ARDS_POI:02954,,Improved outcome ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved outcome ards,improved-outcome-ards,,,,,
ARDS_POI:02955,,Improved pao2 fio2,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved pao2 fio2,improved-pao2-fio2,,,,,
ARDS_POI:02956,,Improved pao2 fio2 ratio,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved pao2 fio2 ratio,improved-pao2-fio2-ratio,,,,,
ARDS_POI:02957,,Improved pao2 fio2 ratio 1h,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved pao2 fio2 ratio 1h,improved-pao2-fio2-ratio-1h,,,,,
ARDS_POI:02958,,Improved physiology ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved physiology ards,improved-physiology-ards,,,,,
ARDS_POI:02959,,Improved pulmonary physiology,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved pulmonary physiology,improved-pulmonary-physiology,,,,,
ARDS_POI:02960,,Improved respiratory compliance,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved respiratory compliance,improved-respiratory-compliance,,,,,
ARDS_POI:02961,,Improved respiratory parameters copd exacerbation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved respiratory parameters copd exacerbation,improved-respiratory-parameters-copd-exacerbation,,,,,
ARDS_POI:02962,,Inappropriate neutrophil adhesion migration,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Inappropriate neutrophil adhesion migration,inappropriate-neutrophil-adhesion-migration,,,,,
ARDS_POI:02963,,Incidence ali,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Incidence ali,incidence-ali,,,,,
ARDS_POI:02964,,Increased 1979 1993,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased 1979 1993,increased-1979-1993,,,,,
ARDS_POI:02965,,Increased ards incidence,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased ards incidence,increased-ards-incidence,,,,,
ARDS_POI:02966,,Increased ards odds,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased ards odds,increased-ards-odds,,,,,
ARDS_POI:02967,,Increased bmi,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased bmi,increased-bmi,,,,,
ARDS_POI:02968,,Increased cardiac index with prone,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased cardiac index with prone,increased-cardiac-index-with-prone,,,,,
ARDS_POI:02969,,Increased complications,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased complications,increased-complications,,,,,
ARDS_POI:02970,,Increased evlw ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased evlw ards,increased-evlw-ards,,,,,
ARDS_POI:02971,,Increased icu los cpe aoc,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased icu los cpe aoc,increased-icu-los-cpe-aoc,,,,,
ARDS_POI:02972,,Increased intubation 28d,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased intubation 28d,increased-intubation-28d,,,,,
ARDS_POI:02973,,Increased intubation risk hfnc,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased intubation risk hfnc,increased-intubation-risk-hfnc,,,,,
ARDS_POI:02974,,Increased intubation risk niv,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased intubation risk niv,increased-intubation-risk-niv,,,,,
ARDS_POI:02975,,Increased intubation risk standard oxygen,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased intubation risk standard oxygen,increased-intubation-risk-standard-oxygen,,,,,
ARDS_POI:02976,,Increased methemoglobin,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased methemoglobin,increased-methemoglobin,,,,,
ARDS_POI:02977,,Increased peep ards,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased peep ards,increased-peep-ards,,,,,
ARDS_POI:02978,,Increased pt provision icu survivors,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased pt provision icu survivors,increased-pt-provision-icu-survivors,,,,,
ARDS_POI:02979,,Increased ratio pao2 fio2,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased ratio pao2 fio2,increased-ratio-pao2-fio2,,,,,
ARDS_POI:02980,,Increased risk arf development,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased risk arf development,increased-risk-arf-development,,,,,
ARDS_POI:02981,,Increased risk of death in ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Increased risk of death in ards,increased-risk-of-death-in-ards,,,,,
ARDS_POI:02982,,Increasing hfnc flow rate,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Increasing hfnc flow rate,increasing-hfnc-flow-rate,,,,,
ARDS_POI:02983,,Ineffective cough excessive secretions,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Ineffective cough excessive secretions,ineffective-cough-excessive-secretions,,,,,
ARDS_POI:02984,,Inflammatory cytokine signaling,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Inflammatory cytokine signaling,inflammatory-cytokine-signaling,,,,,
ARDS_POI:02985,,Inhaled nitric oxide inhno,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Inhaled nitric oxide inhno,inhaled-nitric-oxide-inhno,,,,,
ARDS_POI:02986,,Inhaled nitric oxide ino,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Inhaled nitric oxide ino,inhaled-nitric-oxide-ino,,,,,
ARDS_POI:02987,,Interindividual variability in covid ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Interindividual variability in covid ards,interindividual-variability-in-covid-ards,,,,,
ARDS_POI:02988,,Interruption of inhaled nitric oxide,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Interruption of inhaled nitric oxide,interruption-of-inhaled-nitric-oxide,,,,,
ARDS_POI:02989,,Intravenous nac treatment,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Intravenous nac treatment,intravenous-nac-treatment,,,,,
ARDS_POI:02990,,Ivc diameter respiratory variation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Ivc diameter respiratory variation,ivc-diameter-respiratory-variation,,,,,
ARDS_POI:02991,,Ketoconazole treatment ali ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ketoconazole treatment ali ards,ketoconazole-treatment-ali-ards,,,,,
ARDS_POI:02992,,Lack of consensus training for ards diagnosis,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Lack of consensus training for ards diagnosis,lack-of-consensus-training-for-ards-diagnosis,,,,,
ARDS_POI:02993,,Less late niv failure in copd with obesity,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Less late niv failure in copd with obesity,less-late-niv-failure-in-copd-with-obesity,,,,,
ARDS_POI:02994,,Limited peep benefit,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Limited peep benefit,limited-peep-benefit,,,,,
ARDS_POI:02995,,Lisofylline early treatment ali ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Lisofylline early treatment ali ards,lisofylline-early-treatment-ali-ards,,,,,
ARDS_POI:02996,,Long term outcomes ards survivors,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Long term outcomes ards survivors,long-term-outcomes-ards-survivors,,,,,
ARDS_POI:02997,,Low evlw,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Low evlw,low-evlw,,,,,
ARDS_POI:02998,,Lower cxr score sars arf,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Lower cxr score sars arf,lower-cxr-score-sars-arf,,,,,
ARDS_POI:02999,,Lower lobe volume loss,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Lower lobe volume loss,lower-lobe-volume-loss,,,,,
ARDS_POI:03000,,Lung compliance optimization,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Lung compliance optimization,lung-compliance-optimization,,,,,
ARDS_POI:03001,,Lung inflammation ards,POI_mechanism,,,,,,,promoted_from_edge_endpoint,,1,,,,Lung inflammation ards,lung-inflammation-ards,,,,,
ARDS_POI:03002,,Lung overdistension detection,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Lung overdistension detection,lung-overdistension-detection,,,,,
ARDS_POI:03003,,Lung remodeling ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Lung remodeling ards,lung-remodeling-ards,,,,,
ARDS_POI:03004,,Lv end diastolic volume reduction,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Lv end diastolic volume reduction,lv-end-diastolic-volume-reduction,,,,,
ARDS_POI:03005,,Matrix metalloproteinase balance ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Matrix metalloproteinase balance ards,matrix-metalloproteinase-balance-ards,,,,,
ARDS_POI:03006,,Medical complication icu admission,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Medical complication icu admission,medical-complication-icu-admission,,,,,
ARDS_POI:03007,,Moderate interobserver agreement,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Moderate interobserver agreement,moderate-interobserver-agreement,,,,,
ARDS_POI:03008,,Monitor respiratory workload,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Monitor respiratory workload,monitor-respiratory-workload,,,,,
ARDS_POI:03009,,Morbid obesity bmi,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Morbid obesity bmi,morbid-obesity-bmi,,,,,
ARDS_POI:03010,,Multi cytokine expression,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Multi cytokine expression,multi-cytokine-expression,,,,,
ARDS_POI:03011,,N 3 fatty acid gamma linolenic acid antioxidant enteral supplementation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,N 3 fatty acid gamma linolenic acid antioxidant enteral supplementation,n-3-fatty-acid-gamma-linolenic-acid-antioxidant-enteral-supplementation,,,,,
ARDS_POI:03012,,Neopterin ards biomarker,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Neopterin ards biomarker,neopterin-ards-biomarker,,,,,
ARDS_POI:03013,,Net inflammatory activity,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Net inflammatory activity,net-inflammatory-activity,,,,,
ARDS_POI:03014,,Neuromuscular blocker use icu,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Neuromuscular blocker use icu,neuromuscular-blocker-use-icu,,,,,
ARDS_POI:03015,,Neuromuscular dysfunction icu stay,POI_mechanism,,,,,,,promoted_from_edge_endpoint,,1,,,,Neuromuscular dysfunction icu stay,neuromuscular-dysfunction-icu-stay,,,,,
ARDS_POI:03016,,New ventilatory approach na,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,New ventilatory approach na,new-ventilatory-approach-na,,,,,
ARDS_POI:03017,,Nippv for sars arf,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Nippv for sars arf,nippv-for-sars-arf,,,,,
ARDS_POI:03018,,Niv algorithm compensation,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Niv algorithm compensation,niv-algorithm-compensation,,,,,
ARDS_POI:03019,,Niv delivered by helmet,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Niv delivered by helmet,niv-delivered-by-helmet,,,,,
ARDS_POI:03020,,Niv success,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Niv success,niv-success,,,,,
ARDS_POI:03021,,Nmba withdrawal,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Nmba withdrawal,nmba-withdrawal,,,,,
ARDS_POI:03022,,No benefit ards treatments,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,No benefit ards treatments,no-benefit-ards-treatments,,,,,
ARDS_POI:03023,,No change cardiac index with prone,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,No change cardiac index with prone,no-change-cardiac-index-with-prone,,,,,
ARDS_POI:03024,,No change in ards incidence on admission,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,No change in ards incidence on admission,no-change-in-ards-incidence-on-admission,,,,,
ARDS_POI:03025,,No change reintubation rate,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,No change reintubation rate,no-change-reintubation-rate,,,,,
ARDS_POI:03026,,No improvement ards outcomes,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,No improvement ards outcomes,no-improvement-ards-outcomes,,,,,
ARDS_POI:03027,,No increased intubation requirement,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,No increased intubation requirement,no-increased-intubation-requirement,,,,,
ARDS_POI:03028,,No reduction intubation risk,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,No reduction intubation risk,no-reduction-intubation-risk,,,,,
ARDS_POI:03029,,No reduction ppcs cardiac abdominal,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,No reduction ppcs cardiac abdominal,no-reduction-ppcs-cardiac-abdominal,,,,,
ARDS_POI:03030,,No reduction reintubation rate,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,No reduction reintubation rate,no-reduction-reintubation-rate,,,,,
ARDS_POI:03031,,No sars transmission to hcw,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,No sars transmission to hcw,no-sars-transmission-to-hcw,,,,,
ARDS_POI:03032,,Nonfocal ards pattern,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Nonfocal ards pattern,nonfocal-ards-pattern,,,,,
ARDS_POI:03033,,Noninvasive testing,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Noninvasive testing,noninvasive-testing,,,,,
ARDS_POI:03034,,Normal emotional function post ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Normal emotional function post ards,normal-emotional-function-post-ards,,,,,
ARDS_POI:03035,,Nppv early ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Nppv early ards,nppv-early-ards,,,,,
ARDS_POI:03036,,Nppv emergency department,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Nppv emergency department,nppv-emergency-department,,,,,
ARDS_POI:03037,,Null effect 6ml group,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Null effect 6ml group,null-effect-6ml-group,,,,,
ARDS_POI:03038,,Old age 70y,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Old age 70y,old-age-70y,,,,,
ARDS_POI:03039,,Orotracheal intubation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Orotracheal intubation,orotracheal-intubation,,,,,
ARDS_POI:03040,,Pao2 fio2 less than equal to 200 mmhg,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Pao2 fio2 less than equal to 200 mmhg,pao2-fio2-less-than-equal-to-200-mmhg,,,,,
ARDS_POI:03041,,Patient directed music pdm,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Patient directed music pdm,patient-directed-music-pdm,,,,,
ARDS_POI:03042,,Patient ventilator trigger asynchrony,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Patient ventilator trigger asynchrony,patient-ventilator-trigger-asynchrony,,,,,
ARDS_POI:03043,,Peak cough flow threshold 160 lmin,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Peak cough flow threshold 160 lmin,peak-cough-flow-threshold-160-lmin,,,,,
ARDS_POI:03044,,Peep induced recruitment gradient,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Peep induced recruitment gradient,peep-induced-recruitment-gradient,,,,,
ARDS_POI:03045,,Peep optimization for ards,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Peep optimization for ards,peep-optimization-for-ards,,,,,
ARDS_POI:03046,,Peep reduction ards,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Peep reduction ards,peep-reduction-ards,,,,,
ARDS_POI:03047,,Persistent inflammation ards,POI_mechanism,,,,,,,promoted_from_edge_endpoint,,1,,,,Persistent inflammation ards,persistent-inflammation-ards,,,,,
ARDS_POI:03048,,Persistent lv systolic dysfunction,POI_mechanism,,,,,,,promoted_from_edge_endpoint,,1,,,,Persistent lv systolic dysfunction,persistent-lv-systolic-dysfunction,,,,,
ARDS_POI:03049,,Pharmacologic interventions ineffective ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Pharmacologic interventions ineffective ards,pharmacologic-interventions-ineffective-ards,,,,,
ARDS_POI:03050,,Pharyngeal injury intubation,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Pharyngeal injury intubation,pharyngeal-injury-intubation,,,,,
ARDS_POI:03051,,Physiotherapy target,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Physiotherapy target,physiotherapy-target,,,,,
ARDS_POI:03052,,Poor recovery from septic shock,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Poor recovery from septic shock,poor-recovery-from-septic-shock,,,,,
ARDS_POI:03053,,Postop pulmonary reserve estimation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Postop pulmonary reserve estimation,postop-pulmonary-reserve-estimation,,,,,
ARDS_POI:03054,,Pre intubation ards recognition,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Pre intubation ards recognition,pre-intubation-ards-recognition,,,,,
ARDS_POI:03055,,Preload defect septic shock,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Preload defect septic shock,preload-defect-septic-shock,,,,,
ARDS_POI:03056,,Preop risk assessment lung cancer resection,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Preop risk assessment lung cancer resection,preop-risk-assessment-lung-cancer-resection,,,,,
ARDS_POI:03057,,Pressure support level,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Pressure support level,pressure-support-level,,,,,
ARDS_POI:03058,,Pressure volume limitation strategy pls,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Pressure volume limitation strategy pls,pressure-volume-limitation-strategy-pls,,,,,
ARDS_POI:03059,,Primary ml model,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Primary ml model,primary-ml-model,,,,,
ARDS_POI:03060,,Procollagen iii levels elevated in ards balf,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Procollagen iii levels elevated in ards balf,procollagen-iii-levels-elevated-in-ards-balf,,,,,
ARDS_POI:03061,,Proinflammatory cytokine upregulation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Proinflammatory cytokine upregulation,proinflammatory-cytokine-upregulation,,,,,
ARDS_POI:03062,,Proinflammatory signaling cascades,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Proinflammatory signaling cascades,proinflammatory-signaling-cascades,,,,,
ARDS_POI:03063,,Prolonged sars cov 2 rna clearance,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Prolonged sars cov 2 rna clearance,prolonged-sars-cov-2-rna-clearance,,,,,
ARDS_POI:03064,,Ras peptide modulation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Ras peptide modulation,ras-peptide-modulation,,,,,
ARDS_POI:03065,,Recruitment maneuver rm,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Recruitment maneuver rm,recruitment-maneuver-rm,,,,,
ARDS_POI:03066,,Recruitment maneuvers ards,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Recruitment maneuvers ards,recruitment-maneuvers-ards,,,,,
